
========== FULL AUDIT LOG EXPORT ==========
Total Entries : 61
--------------------------------------------
[14-05-2026 10:49:43] USER: TEJA | ACTION: Logged In as Employee
[14-05-2026 10:50:05] USER: TEJA | ACTION: Opened Reports & Audit
[14-05-2026 10:50:21] USER: TEJA | ACTION: Opened Employee Management
[14-05-2026 10:50:47] USER: TEJA | ACTION: Opened Reports & Audit
[14-05-2026 10:50:50] USER: TEJA | ACTION: Generated Daily Report for 14-05-2026 [ID: 1]
[14-05-2026 10:51:06] USER: TEJA | ACTION: Logged Out
[14-05-2026 11:00:57] USER: RAHUL | ACTION: Logged In as admin
[14-05-2026 11:01:08] USER: RAHUL | ACTION: Logged Out
[14-05-2026 11:46:50] USER: SUNDAR | ACTION: User Logged In
[14-05-2026 11:47:07] USER: SUNDAR | ACTION: Opened Employee Management
[14-05-2026 11:47:22] USER: SUNDAR | ACTION: Opened Reports & Audit
[14-05-2026 11:47:27] USER: SUNDAR | ACTION: Logged Out
[14-05-2026 11:49:43] USER: SUNDAR | ACTION: User Logged In
[14-05-2026 11:49:46] USER: SUNDAR | ACTION: Opened Reports & Audit
[14-05-2026 11:50:24] USER: SUNDAR | ACTION: Logged Out
[14-05-2026 11:51:13] USER: SUNDAR | ACTION: User Logged In
[14-05-2026 11:51:15] USER: SUNDAR | ACTION: Opened Employee Management
[14-05-2026 11:51:25] USER: SUNDAR | ACTION: Opened Reports & Audit
[14-05-2026 11:51:28] USER: SUNDAR | ACTION: Logged Out
[14-05-2026 17:16:03] USER: SANDEEP | ACTION: User Logged In
[14-05-2026 17:16:35] USER: SANDEEP | ACTION: Generated Payroll
[14-05-2026 17:17:11] USER: SANDEEP | ACTION: Logged Out
[14-05-2026 17:20:51] USER: MOHAN | ACTION: User Logged In
[14-05-2026 17:21:25] USER: MOHAN | ACTION: Generated Payroll
[14-05-2026 17:22:29] USER: MOHAN | ACTION: Logged Out
[14-05-2026 22:18:38] USER: HARI | ACTION: User Logged In
[14-05-2026 22:28:01] USER: HARI | ACTION: User Logged In
[14-05-2026 22:30:25] USER: HARI | ACTION: User Logged In
[14-05-2026 22:37:39] USER: HARI | ACTION: User Logged In
[14-05-2026 23:06:50] USER: HARI | ACTION: User Logged In
[15-05-2026 20:29:27] USER: JANU | ACTION: User Logged In
[15-05-2026 20:30:40] USER: JANU | ACTION: User Logged In
[16-05-2026 00:25:19] USER: HARI | ACTION: User Logged In
[16-05-2026 01:04:59] USER: HARI | ACTION: User Logged In
[16-05-2026 01:38:23] USER: ANIL | ACTION: User Logged In
[16-05-2026 01:38:40] USER: ANIL | ACTION: Attendance Marked
[16-05-2026 01:39:20] USER: ANIL | ACTION: Applied Leave
[16-05-2026 01:39:57] USER: ANIL | ACTION: Approved Leave
[16-05-2026 01:40:25] USER: ANIL | ACTION: Logged Out
[16-05-2026 01:45:06] USER: HARI | ACTION: User Logged In
[16-05-2026 01:45:19] USER: HARI | ACTION: Attendance Marked
[16-05-2026 01:45:47] USER: HARI | ACTION: Logged Out

[15-05-2026 15:33:22] USER: VISHNU123 | ACTION: Cleared all audit logs (50 entries removed)
[15-05-2026 15:33:32] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 15:33:51] USER: VISHNU123456 | ACTION: User Logged In
[15-05-2026 15:33:54] USER: VISHNU123456 | ACTION: Opened Reports & Audit
[15-05-2026 15:33:57] USER: VISHNU123456 | ACTION: Generated Daily Report for 15-05-2026 [ID: 5]
[15-05-2026 15:35:03] USER: VISHNU123456 | ACTION: Viewed daily reports list
[15-05-2026 15:36:15] USER: VISHNU123456 | ACTION: Viewed Data Summary
[15-05-2026 15:54:08] USER: VISHNU123456 | ACTION: Logged Out
[15-05-2026 15:54:26] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 15:54:29] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 15:54:31] USER: VISHNU123 | ACTION: Generated Employee Report [ID: 1]
[15-05-2026 15:55:47] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 15:56:12] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 15:56:14] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 15:56:18] USER: VISHNU123 | ACTION: Generated Employee Report [ID: 1]
[15-05-2026 16:05:53] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 16:06:05] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 16:06:09] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 16:06:11] USER: VISHNU123 | ACTION: Generated Employee Report [ID: 1]
[15-05-2026 16:09:22] USER: VISHNU123 | ACTION: Generated Employee Report [ID: 2]
[15-05-2026 16:09:25] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 16:13:59] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 16:14:01] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 16:14:03] USER: VISHNU123 | ACTION: Generated Employee Report [ID: 1]
[15-05-2026 16:17:36] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 16:17:54] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 16:17:56] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 16:17:58] USER: VISHNU123 | ACTION: Generated Employee Report [ID: 1]
[15-05-2026 16:19:21] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 16:23:21] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 16:23:22] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 16:23:40] USER: VISHNU123 | ACTION: Generated Employee Report for Employee ID : 105
[15-05-2026 16:25:25] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 16:26:06] USER: VISHNU1234 | ACTION: User Logged In
[15-05-2026 16:26:20] USER: VISHNU1234 | ACTION: Opened Reports & Audit
[15-05-2026 16:26:23] USER: VISHNU1234 | ACTION: Generated Daily Report for 15-05-2026 [ID: 2]
[15-05-2026 16:55:18] USER: VISHNU1234 | ACTION: Logged Out
[15-05-2026 16:57:50] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 16:57:52] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 16:58:23] USER: VISHNU123 | ACTION: Generated Employee Report for Employee ID : 105
[15-05-2026 17:38:17] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 17:51:31] USER: VISHNU | ACTION: User Logged In
[15-05-2026 17:51:38] USER: VISHNU | ACTION: Opened Reports & Audit
[15-05-2026 17:51:48] USER: VISHNU | ACTION: Generated Employee Report for Employee ID : 105
[15-05-2026 17:52:22] USER: VISHNU | ACTION: Logged Out
[15-05-2026 17:53:11] USER: VISHN | ACTION: User Logged In
[15-05-2026 17:53:25] USER: VISHN | ACTION: Opened Reports & Audit
[15-05-2026 17:53:28] USER: VISHN | ACTION: Generated Employee Report for Employee ID : 105
[15-05-2026 17:56:28] USER: VISHN | ACTION: Logged Out
[15-05-2026 18:01:37] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 18:01:39] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 18:01:45] USER: VISHNU123 | ACTION: Generated Employee Report for Employee ID : 105
[15-05-2026 18:04:12] USER: VISHNU123 | ACTION: Logged Out
[14-05-2026 23:57:32] USER: VISHNU123 | ACTION: Cleared all audit logs (156 entries removed)
[15-05-2026 00:03:31] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 00:03:53] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 00:03:55] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 00:06:53] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 00:07:09] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 00:07:11] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 00:07:14] USER: VISHNU123 | ACTION: Viewed daily reports list
[15-05-2026 00:07:31] USER: VISHNU123 | ACTION: Viewed monthly reports list
[15-05-2026 00:08:41] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 10:55:36] USER: VISHNU | ACTION: User Logged In
[15-05-2026 10:55:41] USER: VISHNU | ACTION: Opened Reports & Audit
[15-05-2026 10:55:47] USER: VISHNU | ACTION: Generated Payroll Report [ID: 1]
[15-05-2026 10:58:29] USER: VISHNU | ACTION: Logged Out
[15-05-2026 12:04:41] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 12:04:43] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 12:05:10] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 10:34:27] USER: BIGIL | ACTION: User Logged In
[15-05-2026 10:35:36] USER: BIGIL | ACTION: Logged Out
[15-05-2026 10:41:54] USER: BIGIL | ACTION: User Logged In
[15-05-2026 12:23:27] USER: BIGIL | ACTION: User Logged In
[15-05-2026 12:46:02] USER: BIGIL | ACTION: Logged Out

[15-05-2026 17:44:29] USER: MOHAN | ACTION: User Logged In
[15-05-2026 17:46:02] USER: MOHAN | ACTION: Logged Out
[15-05-2026 18:58:31] USER: MOHAN | ACTION: User Logged In
[15-05-2026 18:58:38] USER: MOHAN | ACTION: Logged Out
[15-05-2026 18:59:41] USER: MOHAN | ACTION: User Logged In
[15-05-2026 18:59:50] USER: MOHAN | ACTION: Opened Employee Management
[15-05-2026 19:00:27] USER: MOHAN | ACTION: Opened Reports & Audit
[15-05-2026 19:02:31] USER: MOHAN | ACTION: Logged Out
[15-05-2026 19:03:53] USER: SANDEEP | ACTION: User Logged In
[15-05-2026 19:04:10] USER: SANDEEP | ACTION: Opened Employee Management
[15-05-2026 19:04:34] USER: SANDEEP | ACTION: Logged Out
[15-05-2026 19:28:20] USER: MOHAN | ACTION: User Logged In

[15-05-2026 12:57:22] USER: ANIL | ACTION: User Logged In
[15-05-2026 12:57:34] USER: ANIL | ACTION: Logged Out
[15-05-2026 17:45:23] USER: ANIL | ACTION: User Logged In
[15-05-2026 17:45:40] USER: ANIL | ACTION: Opened Employee Management
[15-05-2026 17:47:06] USER: ANIL | ACTION: User Logged In
[15-05-2026 17:47:49] USER: ANIL | ACTION: Logged Out
[15-05-2026 17:48:06] USER: ANIL | ACTION: User Logged In
[15-05-2026 17:48:11] USER: ANIL | ACTION: Logged Out
[15-05-2026 17:48:28] USER: ANIL | ACTION: User Logged In
[15-05-2026 17:53:10] USER: ANIL | ACTION: Logged Out
[15-05-2026 17:53:23] USER: ANIL | ACTION: User Logged In
[15-05-2026 17:55:23] USER: ANIL | ACTION: Logged Out
[15-05-2026 17:57:11] USER: ANIL | ACTION: User Logged In
[15-05-2026 17:57:30] USER: ANIL | ACTION: User Logged In
[15-05-2026 17:59:05] USER: ANIL | ACTION: User Logged In
[15-05-2026 18:03:28] USER: ANIL | ACTION: Logged Out
[15-05-2026 18:18:49] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 18:18:59] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 18:25:43] USER: VISHNU123 | ACTION: Generated Employee Report for Employee ID : 105
[15-05-2026 18:29:57] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 18:41:19] USER: VISHNU | ACTION: User Logged In
[15-05-2026 18:41:23] USER: VISHNU | ACTION: Opened Reports & Audit
[15-05-2026 18:47:30] USER: VISHNU | ACTION: Logged Out
[15-05-2026 18:47:49] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 18:47:52] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 18:49:48] USER: VISHNU123 | ACTION: Logged Out
[15-05-2026 18:55:28] USER: VISHNU123 | ACTION: User Logged In
[15-05-2026 18:55:33] USER: VISHNU123 | ACTION: Opened Reports & Audit
[15-05-2026 18:57:06] USER: VISHNU123 | ACTION: Logged Out

[15-05-2026 20:51:28] USER: SAI123@GMAIL.COM | ACTION: User Logged In
[15-05-2026 21:38:36] USER: SAI123@GMAIL.COM | ACTION: Logged Out
[15-05-2026 21:41:35] USER: MOHAN123 | ACTION: User Logged In
[15-05-2026 21:49:14] USER: MOHAN123 | ACTION: Logged Out
[15-05-2026 21:52:50] USER: CHB123 | ACTION: User Logged In
[15-05-2026 22:00:01] USER: CHB123 | ACTION: Logged Out
[15-05-2026 22:01:04] USER: CHB123 | ACTION: User Logged In
[15-05-2026 22:01:35] USER: CHB123 | ACTION: Logged Out
[15-05-2026 22:13:31] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:21:07] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:21:59] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:24:53] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:25:28] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:30:25] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:30:55] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:31:27] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:31:50] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:33:39] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:34:01] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:38:11] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:38:36] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:40:26] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:40:49] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:40:54] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:41:22] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 22:44:07] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 22:46:47] USER: C SUPRIYA | ACTION: User Logged In
[15-05-2026 22:48:39] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 23:29:45] USER: C MOHAN | ACTION: User Logged In
[15-05-2026 23:35:09] USER: C MOHAN | ACTION: Logged Out
[15-05-2026 23:36:25] USER: ANIL | ACTION: User Logged In
[15-05-2026 23:36:42] USER: ANIL | ACTION: Logged Out
[15-05-2026 23:41:57] USER: ANIL | ACTION: User Logged In
[15-05-2026 23:42:12] USER: ANIL | ACTION: Logged Out
[15-05-2026 23:43:12] USER: SANDEEP | ACTION: User Logged In
[15-05-2026 23:43:31] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 01:18:37] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 01:19:23] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 01:24:55] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 01:36:58] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 01:37:35] USER: SANDEEP | ACTION: Accessed Inventory Module
[16-05-2026 01:37:54] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 01:40:34] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 01:41:08] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 01:41:38] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 01:43:24] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 01:43:47] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 01:44:10] USER: SANDEEP | ACTION: Accessed Inventory Module
[16-05-2026 01:44:46] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 01:44:52] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 01:54:19] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 01:54:41] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 09:02:55] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 09:13:14] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 11:53:41] USER: ANIL | ACTION: User Logged In
[16-05-2026 11:59:43] USER: ANIL | ACTION: Opened Employee Management
[16-05-2026 11:59:47] USER: ANIL | ACTION: Logged Out
[16-05-2026 12:35:49] USER: ANIL | ACTION: User Logged In
[16-05-2026 12:36:22] USER: ANIL | ACTION: Logged Out
[16-05-2026 12:36:39] USER: ANIL | ACTION: User Logged In
[16-05-2026 12:37:26] USER: ANIL | ACTION: Logged Out
[16-05-2026 12:38:59] USER: ANIL | ACTION: User Logged In
[16-05-2026 12:53:28] USER: ANIL | ACTION: Logged Out
[16-05-2026 12:53:42] USER: ANIL | ACTION: User Logged In
[16-05-2026 12:56:42] USER: ANIL | ACTION: Logged Out
[16-05-2026 12:57:14] USER: ANIL | ACTION: User Logged In
[16-05-2026 13:12:09] USER: ANIL | ACTION: Logged Out
[16-05-2026 13:12:49] USER: ANIL | ACTION: User Logged In
[16-05-2026 13:18:19] USER: ANIL | ACTION: Logged Out
[16-05-2026 13:18:33] USER: ANIL | ACTION: User Logged In
[16-05-2026 13:27:33] USER: ANIL | ACTION: Logged Out
[16-05-2026 13:27:43] USER: ANIL | ACTION: User Logged In
[16-05-2026 13:27:50] USER: ANIL | ACTION: Logged Out
[16-05-2026 13:28:05] USER: ANIL | ACTION: User Logged In
[16-05-2026 13:29:38] USER: ANIL | ACTION: Logged Out
[16-05-2026 13:29:55] USER: ANIL | ACTION: User Logged In
[16-05-2026 13:34:10] USER: ANIL | ACTION: Logged Out

[16-05-2026 14:03:14] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 14:04:26] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 14:04:56] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 14:06:15] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 14:06:48] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 14:07:13] USER: SANDEEP | ACTION: Accessed Inventory Module
[16-05-2026 14:07:30] USER: SANDEEP | ACTION: Accessed Inventory Module
[16-05-2026 14:12:59] USER: ANIL | ACTION: User Logged In
[16-05-2026 14:15:46] USER: ANIL | ACTION: Logged Out
[16-05-2026 14:15:58] USER: ANIL | ACTION: User Logged In
[16-05-2026 14:17:17] USER: ANIL | ACTION: Logged Out
[16-05-2026 14:17:31] USER: ANIL | ACTION: User Logged In
[16-05-2026 14:25:18] USER: ANIL | ACTION: Logged Out
[16-05-2026 14:25:32] USER: ANIL | ACTION: User Logged In
[16-05-2026 14:26:10] USER: ANIL | ACTION: User Logged In
[16-05-2026 14:27:34] USER: ANIL | ACTION: Logged Out
[16-05-2026 15:58:15] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 15:58:53] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 16:12:11] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 16:12:13] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 16:12:56] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 16:14:13] USER: SANDEEP | ACTION: Accessed Inventory Module
[16-05-2026 16:14:15] USER: SANDEEP | ACTION: Logged Out
[16-05-2026 16:29:43] USER: SANDEEP | ACTION: User Logged In
[16-05-2026 16:30:20] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 16:34:23] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 16:35:49] USER: SANDEEP | ACTION: Generated Payroll
[16-05-2026 16:35:51] USER: SANDEEP | ACTION: Logged Out
